"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: HL7 v2 Mapping","Mapping: RIM Mapping"
"Timing","Timing","","","",0,*,"","","","null {[]} {[]}
","投与日時","投与日時","複数回発生する可能性のあるイベントの発生について説明します。タイミングスケジュールは、イベントが発生することが予想または要求される時期を指定するために使用され、過去または進行中のイベントの概要を表すためにも使用できます。簡単にするために、タイミングコンポーネントの定義は「将来の」イベントとして表現されますが、そのようなコンポーネントは歴史的または進行中のイベントを説明するためにも使用できます。

タイミングスケジュールは、イベントが発生したときのイベントおよび/または基準のリストであり、構造化された形式またはコードとして表現できます。イベントと繰り返し仕様の両方が提供される場合、イベントのリストは、繰り返し構造の情報の解釈として理解されるべきです。 / Describes the occurrence of an event that may occur multiple times. Timing schedules are used for specifying when events are expected or requested to occur, and may also be used to represent the summary of a past or ongoing event.  For simplicity, the definitions of Timing components are expressed as 'future' events, but such components can also be used to describe historic or ongoing events.

A Timing schedule can be a list of events and/or criteria for when the event happens, which can be expressed in a structured form and/or as a code. When both event and a repeating specification are provided, the list of events should be understood as an interpretation of the information in the repeat structure.","","","","","","","","",,,,,"",,,,"Timing",0,*,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A","n/a","QSET<TS> (GTS)"
"Timing.repeat.duration","Timing.repeat.duration","","","",0,1,"","","Y","decimal {[]} {[]}
","継続時間","投与されるタイミングが発生している時間。もし、durationMaxが設定されていれば、このエレメントは許容される継続時間の下限を示す。","継続時間はイベントの定義の一部（たとえば、静脈注射(IV)では特定の量と速度が明示される)として示されることがある。その他、Timing仕様の一部（たとえば、運動）として示されることもある。","アクティビティによっては即時的なものではなく、その期間において維持される必要がある。","","","","","","","",,,,,"",,,,"Timing.repeat.duration",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PIVL.phase"
"Timing.repeat.durationMax","Timing.repeat.durationMax","","","",0,1,"","","Y","decimal {[]} {[]}
","継続時間(最大値)","もし、このエレメントに値が設定されていれば、durationには範囲があることを示している。したがって、[duration]から[durationMax]までの継続時間の範囲で投与される。","継続時間はイベントの定義の一部（たとえば、静脈注射(IV)では特定の量と速度が明示される)として示されることがある。その他、Timing仕様の一部（たとえば、運動）として示されることもある。","アクティビティによっては即時的なものではなく、その期間において維持される必要がある。","","","","","","","",,,,,"",,,,"Timing.repeat.durationMax",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PIVL.phase"
"Timing.repeat.durationUnit","Timing.repeat.durationUnit","","","",0,1,"","","Y","code {[]} {[]}
","s |min |h |d |wk |mo |A-時間単位（ucum） / s | min | h | d | wk | mo | a - unit of time (UCUM)","UCUM単位で表される継続時間についての単位。","FHIRの文字列は1MB以上の大きさとなってなはらない(SHALL NOT)。","","","","","","","","",,"required","時間単位（UCUMからの単位）。 / A unit of time (units from UCUM).","http://hl7.org/fhir/ValueSet/units-of-time|4.0.1","",,,,"Timing.repeat.durationUnit",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PIVL.phase.unit"
"Timing.repeat.frequency","Timing.repeat.frequency","","","",0,1,"","","Y","positiveInt {[]} {[]}
","期間内にイベントが発生する回数、頻度","特定の期間に繰り返して発生した行為の回数。もし、frequencyMaxが設定されていれば、このエレメントはfrequencyとして認められた下限を示す。","32ビットの数値。もし、値がそれを上回るようであればdecimalを使用する。","","","頻度が記載されていない場合、イベントは期間ごとに1回発生するという仮定ですが、システムは常にこれについて具体的でなければなりません / If no frequency is stated, the assumption is that the event occurs once per period, but systems SHOULD always be specific about this","","","","","",,,,,"",,,,"Timing.repeat.frequency",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PIVL.phase"
"Timing.repeat.frequencyMax","Timing.repeat.frequencyMax","","","",0,1,"","","Y","positiveInt {[]} {[]}
","期間内にイベントが発生する最大回数、最大頻度","このエレメントに値が設定されていれば、frequencyには範囲が指定されている。つまり、期間あるいは期間の範囲内に[frequency]から[frequencyMax]回繰り返されることを示している。","32ビットの数値。もし、値がそれを上回るようであればdecimalを使用する。","","","","","","","","",,,,,"",,,,"Timing.repeat.frequencyMax",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PIVL.phase"
"Timing.repeat.period","Timing.repeat.period","","","",0,1,"","","Y","decimal {[]} {[]}
","イベントが発生する頻度に対応する期間","繰り返し投与が行われる期間を示す。たとえば、「1日3回」であれば、3は繰り返しの頻度(frequency)であり、「1日」が期間(period)である。もし、periodMaxに値が設定されていれば、このエレメントは期間として認められた範囲の下限を示す。","IEEEの浮動小数点型を使わずに、小数点も含むdecimal型のようなものを利用すること（たとえばJavaのBigInteger)。","","","","","","","","",,,,,"",,,,"Timing.repeat.period",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PIVL.phase"
"Timing.repeat.periodMax","Timing.repeat.periodMax","","","",0,1,"","","Y","decimal {[]} {[]}
","期間の上限（3-4時間）","もし、この値が設定されていれば、期間は[period]から[periodMax]までであることを示し、「3-5日に1回投与」のような表現が認められる。","IEEEの浮動小数点型を使わずに、小数点の制度も示すdecimal型のようなものを利用すること（たとえばJavaのBigInteger)。","","","","","","","","",,,,,"",,,,"Timing.repeat.periodMax",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PIVL.phase"
"Timing.repeat.periodUnit","Timing.repeat.periodUnit","","","",0,1,"","","Y","code {[]} {[]}
","s |min |h |d |wk |mo |A-時間単位（ucum） / s | min | h | d | wk | mo | a - unit of time (UCUM)","期間を表すUCUM単位。","FHIRの文字列は1MB以上の大きさとなってなはらない(SHALL NOT)。","","","","","","","","",,"required","時間単位（UCUMからの単位）。 / A unit of time (units from UCUM).","http://hl7.org/fhir/ValueSet/units-of-time|4.0.1","",,,,"Timing.repeat.periodUnit",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PIVL.phase.unit"
"Timing.repeat.dayOfWeek","Timing.repeat.dayOfWeek","","","",0,*,"","","Y","code {[]} {[]}
","月|火|水|木|金|土|太陽 / mon | tue | wed | thu | fri | sat | sun","期間として1週間以上が指定されていれば、指定された曜日のみで投与が行われる。","曜日が指定されていなければ、他に指定された日には毎日投与されると想定される。frequencyとperiodエレメントはdayOfWeekと同じように使うことはできない。","","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/days-of-week|4.0.1","",,,,"Timing.repeat.dayOfWeek",0,*,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a"
"Timing.repeat.timeOfDay","Timing.repeat.timeOfDay","","","",0,*,"","","Y","time {[]} {[]}
","一日の間で投与される時刻","一日の間で指定された投与される時刻。","もし、このtimeOfDayに値が指定されていれば、毎日（daysOfWeekでフィルタされた曜日の）指定された時刻に投与されると推定される。whenやfrequency, periodエレメントはtimeOfDayとは同様に使うことはできない。","","","","","","","","",,,,,"",,,,"Timing.repeat.timeOfDay",0,*,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a"
"Timing.repeat.when","Timing.repeat.when","","","",0,*,"","","Y","code {[]} {[]}
","投薬期間についてのコード","一日の間のおおよその時間帯で投与すべきタイミングを示す。日常のイベントに関連付けられていることもある。","一つ以上のイベントが記載されている場合、そのイベントは特定のイベントの組み合わせと結びついている。","タイミングはしばしば起床や食事、睡眠などのできごとによってしばしば決定されている。","","","","","","","",,"required","スケジュールに関連する現実世界のイベント。 / Real world event relating to the schedule.","http://hl7.org/fhir/ValueSet/event-timing|4.0.1","",,,,"Timing.repeat.when",0,*,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","EIVL.event"
"Timing.repeat.offset","Timing.repeat.offset","","","",0,1,"","","Y","unsignedInt {[]} {[]}
","イベントからの時間(分、前後）","イベントからの時間(分)。もし、分で示される時間がイベントのコードが前か後かを示していない場合、offsetはイベントの後であることが想定される。","32ビットの数値。もし、値がそれを上回るようであればdecimalを使用する。","","","","","","","","",,,,,"",,,,"Timing.repeat.offset",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","EIVL.offset"
"Timing.code","Timing.code","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","入札|TID |QID |AM |PM |QD |qod |+ / BID | TID | QID | AM | PM | QD | QOD | +","スケジュール上のタイミングを表すコード（あるいはcode.text内のテキスト）。BID(1日2回)のようなコードはどこにでもあるが、多くの医療機関は付加的なコードを定義している。もし、コードが示されていれば、構造化されたタイミングで完全に示されたデータであると解釈され、コードまたはTimingを解釈するためのデータであると解釈される。しかし、例外的に.repeat.bounds（コードは含まれない)はコードを上書きして適用される。","BIDなどは「施設特有の時間」として定義される。たとえば、施設がBIDを「つねに朝7時と夕方6時」であると指定することがある。この指定が不適切であれば、BIDというコードは使うべきではない。その代わり、HL7が定義したBIDのコードではなく、その施設特有のコードで明示的に示すべきであり、構造化された表現を使うべきである（この場合、2回のイベントの時刻を指定する必要がある）。","","","","","","","","",,"preferred","既知 /定義されたタイミングパターンのコード。 / Code for a known / defined timing pattern.","http://hl7.org/fhir/ValueSet/timing-abbreviation","",,,,"Timing.code",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","QSC.code"
