URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://jpfhir.jp/fhir/core/CodeSystem/JP_SimpleObservationCategory_CS,1.2.0-dev,active,,JP_SimpleObservationCategory_CS,JP Core Simple Observation Category CodeSystem,"JP Coreにて定義したObservationリソースに関する分類コード","ValueSet/jp-simpleobservationcategory-vs"
http://jpfhir.jp/fhir/core/CodeSystem/JP_Undefined_CS,1.2.0-dev,active,,JP_Undefined_CS,JP Core Undefined CodeSystem,"未定義のコードシステム。使用する予定のコードシステムが利用できない場合や方針未決定の場合等に割り振る特別なリソースである。","ValueSet/jp-undefined-vs,ValueSet/jp-procedure-followup-vs,ValueSet/jp-procedure-reason-vs,ValueSet/jp-procedure-codes-ichi-vs,ValueSet/jp-procedure-devicekind-vs,ValueSet/jp-procedure-condition-vs,ValueSet/jp-procedure-device-action-vs"
http://jpfhir.jp/fhir/core/CodeSystem/route-codes,null,active,"2.16.840.1.113883.3.1937.777.10.5.162,1.2.392.100495.20.2.34",JP_MedicationRouteHL70162_CS,JP Core Medication HL70162-based Route CodeSystem,"HL7表0162をベースにした投与経路のコードシステム","ValueSet/jp-medicationroutehl70162-vs"
http://jpfhir.jp/fhir/core/mhlw/CodeSystem/masterH-dentalProcedure,null,active,,JP_ProcedureCodesDental_CS,JP Core Procedure Codes Dental CodeSystem,"処置のコード:歯科診療行為マスタ","ValueSet/jp-procedurecodesdental-vs"
http://jpfhir.jp/fhir/core/mhlw/CodeSystem/masterS-medicalProcedure,null,active,,JP_ProcedureCodesMedical_CS,JP Core Procedure Codes Medical CodeSystem,"処置のコード:医科診療行為マスタ","ValueSet/jp-procedurecodesmedical-vs"
http://loinc.org,3.1.0,active,,US_Loinc_CS,Loinc CodeSystem PART file + Core Table Japanese Modification,"LOINC PART file + Core Table(donwloaded from official site) version 2.74","ValueSet/jp-microbiology-category-laboratory-vs,ValueSet/jp-diagnosticreportcategory-vs"
http://snomed.info/sct,null,active,"2.16.840.1.113883.6.96",SNOMED_CT,SNOMED CT (all versions),"SNOMED CT is the most comprehensive and precise clinical health terminology product in the world, owned and distributed around the world by The International Health Terminology Standards Development Organisation (IHTSDO).","ValueSet/bodysite-laterality,ValueSet/body-site"
http://terminology.hl7.org/CodeSystem/medication-admin-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.1311",MedicationAdministration Status Codes,Medication administration  status  codes,"MedicationAdministration Status Codes","ValueSet/medication-admin-status"
http://terminology.hl7.org/CodeSystem/v2-0532,2.0.0,active,"2.16.840.1.113883.18.347",ExpandedYesNoIndicator,expandedYes-NoIndicator,"HL7-defined code system of concepts used to specify an expansion on the original Yes/No indicator table by including ""flavors of null"".  It is intended to be applied to fields where the response is not limited to ""yes"" or ""no"".  Used in numerous locations in HL7 Version 2.x messaging.","ValueSet/v2-0136"
http://terminology.hl7.org/CodeSystem/v3-Race,4.0.0,active,"2.16.840.1.113883.5.104",Race,Race,"**Deprecation Information:** Deprecated per UP-263. This code system is NOT the acknowledged source of truth for Race concepts and codes. It should no longer be used. https://terminology.hl7.org/CodeSystem-CDCREC.html should be used in its place. In the United States, federal standards for classifying data on race determine the categories used by federal agencies and exert a strong influence on categorization by state and local agencies and private sector organizations. The federal standards do not conceptually define race, and they recognize the absence of an anthropological or scientific basis for racial classification. Instead, the federal standards acknowledge that race is a social-political construct in which an individual's own identification with one more race categories is preferred to observer identification. The standards use a variety of features to define five minimum race categories. Among these features are descent from ""the original peoples"" of a specified region or nation. The minimum race categories are American Indian or Alaska Native, Asian, Black or African American, Native Hawaiian or Other Pacific Islander, and White. The federal standards stipulate that race data need not be limited to the five minimum categories, but any expansion must be collapsible to those categories.","ValueSet/v3-Race"
http://unitsofmeasure.org,3.0.1,active,,Units_of_Measure,The Unified Code for Units of Measure (UCUM),"The Unified Code for Units of Measure (UCUM) is a code system intended to include all units of measures being contemporarily used in international science, engineering, and business. ","ValueSet/units-of-time"
urn:oid:1.2.392.100495.10.3.100.5.11.5.2,1.2.0-dev,active,"1.2.392.100495.10.3.100.5.11.5.2",JP_Microbiology_AntiMicrobialDrug_CS,JP Core Microbiology AntiMicrobial Drug CodeSystem,"微生物学的検査抗菌薬コード(Ver.5.2)   本コードは厚生労働省院内感染対策サーベイランス事業(https://janis.mhlw.go.jp/)で作成されているマスタを編集・加工して利用している","ValueSet/jp-microbiology-anti-microbial-drug-vs"
urn:oid:1.2.392.100495.10.3.100.5.27.6.1,1.2.0-dev,active,"1.2.392.100495.10.3.100.5.27.6.1",JP_Microbiology_InfectiousAgent_CS,JP Core Microbiology InfectiousAgent CodeSystem,"微生物学的検査感染性物質コード   本コードは厚生労働省院内感染対策サーベイランス事業(https://janis.mhlw.go.jp/)で作成されているマスタを編集・加工して利用している","ValueSet/jp-microbiology-infectious-agent-vs"
urn:oid:1.2.392.100495.20.1.73,20240601,active,"1.2.392.100495.20.1.73",JP_MedicationCodeYJ_CS,JP Core YJ コード（個別医薬品コード）,"YJ コード（個別医薬品コード）","ValueSet/jp-medicationcode-immunization-vs,ValueSet/jp-medicationcode-vs"
urn:oid:1.2.392.100495.20.1.81,20201211,active,"1.2.392.100495.20.1.81",JP_MedicationCodeCommon_CS,JP Core MedicationCode Common CodeSystem,"医薬品一般名処方コードのコードシステム","ValueSet/jp-medicationcode-vs"
urn:oid:1.2.392.100495.20.2.101,null,active,"1.2.392.100495.20.2.101",JP_MedicationUnitMERIT9_CS,JP Core Medication MERIT9 Unit CodeSystem,"MERIT9医薬品単位略号のコードシステム","ValueSet/jp-medicationunitmerit9-vs"
urn:oid:1.2.392.100495.20.2.22,null,active,"1.2.392.100495.20.2.22",JP_MedicationIngredientStrengthStrengthType_CS,JP Core Medication IngredientStrength StrengthType CodeSystem,"力価区分","ValueSet/jp-medicationingredientstrengthstrengthtype-vs"
urn:oid:1.2.392.100495.20.2.41,null,active,"1.2.392.100495.20.2.41",JP_MedicationSubstitutionNotAllowedReason_CS,JP Core Medication Substitution Not Allowed Reason CodeSystem,"後発医薬品変更不可区分のコードシステム 厚労省電子処方CDA規格別表8 後発品変更不可コード","ValueSet/jp-medicationsubstitutionnotallowedreason-vs"
urn:oid:1.2.392.100495.20.3.21,null,active,"1.2.392.100495.20.3.21",JP_PrefectureNumber_CS,JP Core PrefectureNumber CodeSystem,"全国地方公共団体コードの都道府県コード（ISO 3166-2:JP）","ValueSet/jp-prefecturenumber-vs"
urn:oid:1.2.392.100495.20.3.22,null,active,"1.2.392.100495.20.3.22",JP_MedicalFeeScoreType_CS,JP Core MedicalFeeScoreType CodeSystem,"診療報酬点数区分コード","ValueSet/jp-medicalfeescoretype-vs"
urn:oid:1.2.392.200119.4.402.1,null,active,"1.2.392.200119.4.402.1",MEDIS_codeSystem_HOT13,MEDIS 基準番号（ＨＯＴ１３）,"MEDIS 医薬品基準番号（ＨＯＴ１３）","ValueSet/jp-medicationcode-immunization-vs,ValueSet/jp-medicationcode-vs"
urn:oid:1.2.392.200119.4.403.1,null,active,"1.2.392.200119.4.403.1",MEDIS_codeSystem_HOT9,MEDIS 基準番号（ＨＯＴ９）,"MEDIS 医薬品基準番号（ＨＯＴ９）","ValueSet/jp-medicationcode-immunization-vs,ValueSet/jp-medicationcode-vs"
urn:oid:1.2.392.200119.4.403.2,null,active,"1.2.392.200119.4.403.2",MEDIS_codeSystem_HOT7,MEDIS 処方用番号（ＨＯＴ７）,"MEDIS 処方用番号（ＨＯＴ７）","ValueSet/jp-medicationcode-vs"
urn:oid:1.2.392.200119.4.504,null,active,"1.2.392.200119.4.504",JP_ObservationLabResultCode_CS,JP Core Observation LabResult Code CodeSystem,"Observation（検体検査結果）で使用する項目コード  MEDIS 臨床検査マスターまとめ表17桁、JLAC10ベースのコード表、名称は合成名称","ValueSet/jp-observationlabresultcode-vs"
urn:oid:1.2.392.200119.4.701,null,active,"1.2.392.200119.4.701",JP_ProcedureCodesNurse_CS,JP Core Procedure Codes Nurse CodeSystem,"処置のコード:看護実践用語標準マスター(看護行為) 1.2.392.200119.4.701","ValueSet/jp-procedurecodesnurse-vs"
urn:oid:1.2.392.200119.4.804,null,active,"1.2.392.200119.4.804",JP_ObservationVitalSignsCode_CS,JP Core Observation VitalSigns Code CodeSystem,"Observation（バイタルサイン）で使用する項目コード （出典：看護実践用語標準マスターの概要＜看護行為編＞Ver. 3. 6）","ValueSet/jp-observationvitalsignscode-vs"
urn:oid:1.2.392.200250.2.2.2,null,active,"1.2.392.200250.2.2.2",JP_Department_SsMix_CS,JP Core Department SS-MIX CodeSystem,"SS-MIX統一診療科コード","ValueSet/jp-department-ssmix-vs"
urn:oid:1.2.392.200250.2.2.20,null,active,"1.2.392.200250.2.2.20",JP_MedicationUsageJAMI_CS,JP Core Medication JAMI Usage 16digits CodeSystem,"JAMI標準用法コードの１６桁コードシステム","ValueSet/jp-medicationusagejami-vs"
urn:oid:1.2.392.200250.2.2.20.22,null,active,"1.2.392.200250.2.2.20.22",JP_MedicationUsageJAMIAdditional_CS,JP Core Medication JAMI Additional Usage CodeSystem,"JAMI標準用法規格補足用法コードの８桁コードシステム","ValueSet/jp-medicationusagejamiadditional-vs"
urn:oid:1.2.392.200250.2.2.20.30,null,active,"1.2.392.200250.2.2.20.30",JP_MedicationMethodJAMIBasicUsage_CS,JP Core Medication JAMI Basic Usage Type CodeSystem,"JAMI標準用法規格表１基本用法区分のコードシステム","ValueSet/jp-medicationmethodjamibasicusage-vs"
urn:oid:1.2.392.200250.2.2.20.32,null,active,"1.2.392.200250.2.2.20.32",JP_MedicationBodySiteJAMIExternal_CS,JP Core Medication JAMI External Body Site CodeSystem,"JAMI標準用法規格表１３外用部位コードのコードシステム","ValueSet/jp-medicationbodysitejamiexternal-vs"
urn:oid:1.2.392.200250.2.2.20.40,null,active,"1.2.392.200250.2.2.20.40",JP_MedicationMethodJAMIDetailUsage_CS,JP Core Medication JAMI Detail Usage Type CodeSystem,"JAMI標準用法規格表２用法詳細区分のコードシステム","ValueSet/jp-medicationmethodjamidetailusage-vs"
urn:oid:1.2.392.200270.4.1000.1,1.2.0-dev,active,"1.2.392.200270.4.1000.1",JP_EndoscopyTerminologyCodesJED_CS,JP Core Endoscopy JED CodeSystem,"日本消化器内視鏡学会が推進するJED (Japan Endoscopy Database) Projectで定義されるコードシステム","ValueSet/jp-conclusion-codes-jed-vs,ValueSet/jp-reason-codes-jed-vs"
