"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"jp-medicationtiming","Timing.repeat.id","Timing.repeat.id","","","",0,1,"","","","string {[]} {[]}
","要素間参照のための一意のID / Unique id for inter-element referencing","リソース内の要素の一意のID（内部参照用）。これは、スペースを含まない文字列値である場合があります。 / Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"jp-medicationtiming","Timing.repeat.extension","Timing.repeat.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","実装で定義された追加のコンテンツ / Additional content defined by implementations","要素の基本的な定義の一部ではない追加情報を表すために使用できます。拡張機能を安全で管理しやすくするために、拡張機能の定義と使用に適用される厳格なガバナンスセットがあります。実装者は拡張機能を定義できますが、拡張機能の定義の一部として満たされる一連の要件があります。 / May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","拡張機能を使用または定義する機関や管轄権に関係なく、アプリケーション、プロジェクト、または標準による拡張機能の使用に関連するスティグマはありません。拡張機能の使用は、FHIR仕様がすべての人にコアレベルのシンプルさを保持できるようにするものです。 / There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:両方ではなく、拡張または値[x]が必要です / Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"jp-medicationtiming","Timing.repeat.bounds[x]","Timing.repeat.bounds[x]","","","",0,1,"","","Y","Duration {[]} {[]}
Range {[]} {[]}Period {[]} {[]}","服用・注射開始日から服用・注射終了日までの全日数","服用・注射開始日から服用・注射終了日までの全日数。実投与日数ではないことに注意する。","","","","","","","","","",,,,,"",,,,"Timing.repeat.bounds[x]",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"jp-medicationtiming","Timing.repeat.count","Timing.repeat.count","","","",0,1,"","","Y","positiveInt {[]} {[]}
","繰り返し服用もしくは注射回数","Timing仕様の全てにおいて、特定の期間に繰り返されるように指定された総回数。もし、countMaxが設定されていれば、このエレメントは許容される最低限度の回数を示す。","回数に上限、下限の範囲がある場合は、このcountで示される回数が起きるまでは、エレメントは範囲の中にあると解釈されるべきである。","繰り返しは、終了時間または合計発生によって制限される場合があります。 / Repetitions may be limited by end time or total occurrences.","","","","","","","",,,,,"",,,,"Timing.repeat.count",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"jp-medicationtiming","Timing.repeat.countMax","Timing.repeat.countMax","","","",0,1,"","","Y","positiveInt {[]} {[]}
","繰り返しの最大回数","このエレメントが設定されている場合は、回数に範囲があることを示している。したがって、[count]から[countmax]までの回数で繰り返される。","32bit整数。もし、値がこれを超える場合はdecimalで記録される。","","","","","","","","",,,,,"",,,,"Timing.repeat.countMax",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"jp-medicationtiming","Timing.repeat.duration","Timing.repeat.duration","","","",0,1,"","","Y","decimal {[]} {[]}
","継続時間","投与されるタイミングが発生している時間。もし、durationMaxが設定されていれば、このエレメントは許容される継続時間の下限を示す。","継続時間はイベントの定義の一部（たとえば、静脈注射(IV)では特定の量と速度が明示される)として示されることがある。その他、Timing仕様の一部（たとえば、運動）として示されることもある。","アクティビティによっては即時的なものではなく、その期間において維持される必要がある。","","","","","","","",,,,,"",,,,"Timing.repeat.duration",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"jp-medicationtiming","Timing.repeat.durationMax","Timing.repeat.durationMax","","","",0,1,"","","Y","decimal {[]} {[]}
","継続時間(最大値)","もし、このエレメントに値が設定されていれば、durationには範囲があることを示している。したがって、[duration]から[durationMax]までの継続時間の範囲で投与される。","継続時間はイベントの定義の一部（たとえば、静脈注射(IV)では特定の量と速度が明示される)として示されることがある。その他、Timing仕様の一部（たとえば、運動）として示されることもある。","アクティビティによっては即時的なものではなく、その期間において維持される必要がある。","","","","","","","",,,,,"",,,,"Timing.repeat.durationMax",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"jp-medicationtiming","Timing.repeat.durationUnit","Timing.repeat.durationUnit","","","",0,1,"","","Y","code {[]} {[]}
","s |min |h |d |wk |mo |A-時間単位（ucum） / s | min | h | d | wk | mo | a - unit of time (UCUM)","UCUM単位で表される継続時間についての単位。","FHIRの文字列は1MB以上の大きさとなってなはらない(SHALL NOT)。","","","","","","","","",,"required","時間単位（UCUMからの単位）。 / A unit of time (units from UCUM).","http://hl7.org/fhir/ValueSet/units-of-time|4.0.1","",,,,"Timing.repeat.durationUnit",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"jp-medicationtiming","Timing.repeat.frequency","Timing.repeat.frequency","","","",0,1,"","","Y","positiveInt {[]} {[]}
","期間内にイベントが発生する回数、頻度","特定の期間に繰り返して発生した行為の回数。もし、frequencyMaxが設定されていれば、このエレメントはfrequencyとして認められた下限を示す。","32ビットの数値。もし、値がそれを上回るようであればdecimalを使用する。","","","頻度が記載されていない場合、イベントは期間ごとに1回発生するという仮定ですが、システムは常にこれについて具体的でなければなりません / If no frequency is stated, the assumption is that the event occurs once per period, but systems SHOULD always be specific about this","","","","","",,,,,"",,,,"Timing.repeat.frequency",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"jp-medicationtiming","Timing.repeat.frequencyMax","Timing.repeat.frequencyMax","","","",0,1,"","","Y","positiveInt {[]} {[]}
","期間内にイベントが発生する最大回数、最大頻度","このエレメントに値が設定されていれば、frequencyには範囲が指定されている。つまり、期間あるいは期間の範囲内に[frequency]から[frequencyMax]回繰り返されることを示している。","32ビットの数値。もし、値がそれを上回るようであればdecimalを使用する。","","","","","","","","",,,,,"",,,,"Timing.repeat.frequencyMax",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"jp-medicationtiming","Timing.repeat.period","Timing.repeat.period","","","",0,1,"","","Y","decimal {[]} {[]}
","イベントが発生する頻度に対応する期間","繰り返し投与が行われる期間を示す。たとえば、「1日3回」であれば、3は繰り返しの頻度(frequency)であり、「1日」が期間(period)である。もし、periodMaxに値が設定されていれば、このエレメントは期間として認められた範囲の下限を示す。","IEEEの浮動小数点型を使わずに、小数点も含むdecimal型のようなものを利用すること（たとえばJavaのBigInteger)。","","","","","","","","",,,,,"",,,,"Timing.repeat.period",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"jp-medicationtiming","Timing.repeat.periodMax","Timing.repeat.periodMax","","","",0,1,"","","Y","decimal {[]} {[]}
","期間の上限（3-4時間）","もし、この値が設定されていれば、期間は[period]から[periodMax]までであることを示し、「3-5日に1回投与」のような表現が認められる。","IEEEの浮動小数点型を使わずに、小数点の制度も示すdecimal型のようなものを利用すること（たとえばJavaのBigInteger)。","","","","","","","","",,,,,"",,,,"Timing.repeat.periodMax",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"jp-medicationtiming","Timing.repeat.periodUnit","Timing.repeat.periodUnit","","","",0,1,"","","Y","code {[]} {[]}
","s |min |h |d |wk |mo |A-時間単位（ucum） / s | min | h | d | wk | mo | a - unit of time (UCUM)","期間を表すUCUM単位。","FHIRの文字列は1MB以上の大きさとなってなはらない(SHALL NOT)。","","","","","","","","",,"required","時間単位（UCUMからの単位）。 / A unit of time (units from UCUM).","http://hl7.org/fhir/ValueSet/units-of-time|4.0.1","",,,,"Timing.repeat.periodUnit",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"jp-medicationtiming","Timing.repeat.dayOfWeek","Timing.repeat.dayOfWeek","","","",0,*,"","","Y","code {[]} {[]}
","月|火|水|木|金|土|太陽 / mon | tue | wed | thu | fri | sat | sun","期間として1週間以上が指定されていれば、指定された曜日のみで投与が行われる。","曜日が指定されていなければ、他に指定された日には毎日投与されると想定される。frequencyとperiodエレメントはdayOfWeekと同じように使うことはできない。","","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/days-of-week|4.0.1","",,,,"Timing.repeat.dayOfWeek",0,*,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"jp-medicationtiming","Timing.repeat.timeOfDay","Timing.repeat.timeOfDay","","","",0,*,"","","Y","time {[]} {[]}
","一日の間で投与される時刻","一日の間で指定された投与される時刻。","もし、このtimeOfDayに値が指定されていれば、毎日（daysOfWeekでフィルタされた曜日の）指定された時刻に投与されると推定される。whenやfrequency, periodエレメントはtimeOfDayとは同様に使うことはできない。","","","","","","","","",,,,,"",,,,"Timing.repeat.timeOfDay",0,*,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"jp-medicationtiming","Timing.repeat.when","Timing.repeat.when","","","",0,*,"","","Y","code {[]} {[]}
","投薬期間についてのコード","一日の間のおおよその時間帯で投与すべきタイミングを示す。日常のイベントに関連付けられていることもある。","一つ以上のイベントが記載されている場合、そのイベントは特定のイベントの組み合わせと結びついている。","タイミングはしばしば起床や食事、睡眠などのできごとによってしばしば決定されている。","","","","","","","",,"required","スケジュールに関連する現実世界のイベント。 / Real world event relating to the schedule.","http://hl7.org/fhir/ValueSet/event-timing|4.0.1","",,,,"Timing.repeat.when",0,*,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"jp-medicationtiming","Timing.repeat.offset","Timing.repeat.offset","","","",0,1,"","","Y","unsignedInt {[]} {[]}
","イベントからの時間(分、前後）","イベントからの時間(分)。もし、分で示される時間がイベントのコードが前か後かを示していない場合、offsetはイベントの後であることが想定される。","32ビットの数値。もし、値がそれを上回るようであればdecimalを使用する。","","","","","","","","",,,,,"",,,,"Timing.repeat.offset",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"jp-medicationtiming","Timing.code","Timing.code","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","入札|TID |QID |AM |PM |QD |qod |+ / BID | TID | QID | AM | PM | QD | QOD | +","スケジュール上のタイミングを表すコード（あるいはcode.text内のテキスト）。BID(1日2回)のようなコードはどこにでもあるが、多くの医療機関は付加的なコードを定義している。もし、コードが示されていれば、構造化されたタイミングで完全に示されたデータであると解釈され、コードまたはTimingを解釈するためのデータであると解釈される。しかし、例外的に.repeat.bounds（コードは含まれない)はコードを上書きして適用される。","BIDなどは「施設特有の時間」として定義される。たとえば、施設がBIDを「つねに朝7時と夕方6時」であると指定することがある。この指定が不適切であれば、BIDというコードは使うべきではない。その代わり、HL7が定義したBIDのコードではなく、その施設特有のコードで明示的に示すべきであり、構造化された表現を使うべきである（この場合、2回のイベントの時刻を指定する必要がある）。","","","","","","","","",,"preferred","既知 /定義されたタイミングパターンのコード。 / Code for a known / defined timing pattern.","http://hl7.org/fhir/ValueSet/timing-abbreviation","",,,,"Timing.code",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"jp-medicationrequest-dispenserequest-expectedrepeatcount","Extension","Extension","","","",0,*,"","","","null {[]} {[]}
","頓用回数","頓用回数を表現する拡張","","","","","","","","","",,,,,"",,,,"Extension",0,*,"ele-1
",""
"jp-medicationrequest-dispenserequest-expectedrepeatcount","Extension.id","Extension.id","","","",0,1,"","","","string {[]} {[]}
","要素間参照のための一意のID / Unique id for inter-element referencing","リソース内の要素の一意のID（内部参照用）。これは、スペースを含まない文字列値である場合があります。 / Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"jp-medicationrequest-dispenserequest-expectedrepeatcount","Extension.extension","Extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:両方ではなく、拡張または値[x]が必要です / Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"jp-medicationrequest-dispenserequest-expectedrepeatcount","Extension.url","Extension.url","","","",1,1,"","","","uri {[]} {[]}
","拡張機能の意味を識別します / identifies the meaning of the extension","拡張コードの定義のソース - 論理名またはURL。 / Source of the definition for the extension code - a logical name or a URL.","定義は、拡張性コードの計算可能または人間が読み取る可能性のある定義を直接指している場合があります。または、他の仕様で宣言されているように、論理的なURIである場合があります。定義は、拡張機能を定義する構造定義のURIでなければなりません。 / The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""http://jpfhir.jp/fhir/core/Extension/StructureDefinition/JP_MedicationRequest_DispenseRequest_ExpectedRepeatCount""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
"jp-medicationrequest-dispenserequest-expectedrepeatcount","Extension.value[x]","Extension.value[x]","","","",1,1,"","","","integer {[]} {[]}
","頓用回数","頓用回数","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"jp-observation-microbiology","Observation","Observation","","Vital Signs
MeasurementResultsTests","",0,*,"","","","null {[]} {[]}
","測定や簡単な観察事実（assertion）","患者、デバイス、またはその他の対象について行われた測定と簡単な観察事実（assertion）。","すべてのObservation（検査測定や観察事実）の共通部分のプロファイル","","","","","","","","",,,,,"",,,,"Observation",0,*,"",""
"jp-observation-microbiology","Observation.id","Observation.id","","","",0,1,"","","Y","id {[]} {[]}
","このアーティファクトの論理ID / Logical id of this artifact","リソースのURLで使用されるリソースの論理ID。割り当てられたら、この値は変更されません。 / The logical id of the resource, as used in the URL for the resource. Once assigned, this value never changes.","リソースにIDがないのは、IDが作成操作を使用してサーバーに送信されている場合です。 / The only time that a resource does not have an id is when it is being submitted to the server using a create operation.","","","","","","","","",,,,,"",,,,"Resource.id",0,1,"",""
"jp-observation-microbiology","Observation.meta","Observation.meta","","","",0,1,"","","Y","Meta {[]} {[]}
","リソースに関するメタデータ / Metadata about the resource","リソースに関するメタデータ。これは、インフラストラクチャによって維持されるコンテンツです。コンテンツの変更は、常にリソースのバージョンの変更に関連付けられているとは限りません。 / The metadata about the resource. This is content that is maintained by the infrastructure. Changes to the content might not always be associated with version changes to the resource.","","","","","","","","","",,,,,"",,,,"Resource.meta",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
