"MedicationStatement.effective[x]:effectivePeriod.end","MedicationStatement.effective[x].end","","","",0,1,"","","Y","dateTime {[]} {[]}
","終了日","薬の服用を終了する日","この値は必ず境界日を含む。2012-02-03T10:00:00は2012-02-03を終了時刻(end)の値とする期間を示す。","","","期間の終了が欠落している場合、それは期間が進行中であることを意味します / If the end of the period is missing, it means that the period is ongoing","","","","","",,,,,"",,,,"Period.end",0,1,"per-1
","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","./high","DR.2"
"MedicationStatement.dateAsserted","MedicationStatement.dateAsserted","","","",0,1,"","","Y","dateTime {[]} {[]}
","このステートメントが言明された日","情報源となったインスタンスでこのステートメントが言明された日","","","","","","","","","",,,,,"",,,,"MedicationStatement.dateAsserted",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".participation[typeCode=AUT].time","FiveWs.recorded"
"MedicationStatement.informationSource","MedicationStatement.informationSource","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","この服用状況についての情報を提供した人物あるいは組織についての参照","この服用状況についての情報を提供した人物あるいは組織についての参照","","","","","","","","","",,,,,"",,,,"MedicationStatement.informationSource",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".participation[typeCode=INF].role[classCode=PAT, or codes for Practioner or Related Person (if PAT is the informer, then syntax for self-reported =true)","FiveWs.source"
"MedicationStatement.derivedFrom","MedicationStatement.derivedFrom","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}
","その他の支持情報","MedicationStatementリソースと関連するMedicationRequestやその他の支持情報を表すリソースと関連付けられるようにする。","おそらく参考文献は、薬物療法、薬剤、請求、観察、またはアンケート担当者に関するものです。薬物測定を導き出すための最も一般的なユースケースは、薬物療法または実験室の観察または請求からの薬物測定の作成に由来しています。利用可能な情報の量は、投薬手段を導き出すタイプリソースから異なることに注意する必要があります。 / Likely references would be to MedicationRequest, MedicationDispense, Claim, Observation or QuestionnaireAnswers.  The most common use cases for deriving a MedicationStatement comes from creating a MedicationStatement from a MedicationRequest or from a lab observation or a claim.  it should be noted that the amount of information that is available varies from the type resource that you derive the MedicationStatement from.","","","","","","","","",,,,,"",,,,"MedicationStatement.derivedFrom",0,*,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=SPRT]/target[classCode=ACT,moodCode=EVN]"
"MedicationStatement.reasonCode","MedicationStatement.reasonCode","","","",0,*,"","","","CodeableConcept {[]} {[]}
","この投薬の理由。対象疾患","この薬剤た投与された理由","このコードは疾患分類であっても良い。JP Coreでは傷病名マスターの使用を前提とする。","","","","","","","","",,"example","薬が服用されている理由を特定するコード化された概念。 / A coded concept identifying why the medication is being taken.","http://hl7.org/fhir/ValueSet/condition-code","",,,,"MedicationStatement.reasonCode",0,*,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Event.reasonCode",".reasonCode","FiveWs.why[x]"
"MedicationStatement.reasonCode.id","MedicationStatement.reasonCode.id","","","",0,1,"","","","string {[]} {[]}
","要素間参照のための一意のID / Unique id for inter-element referencing","リソース内の要素の一意のID（内部参照用）。これは、スペースを含まない文字列値である場合があります。 / Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"MedicationStatement.reasonCode.extension","MedicationStatement.reasonCode.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","実装で定義された追加のコンテンツ / Additional content defined by implementations","要素の基本的な定義の一部ではない追加情報を表すために使用できます。拡張機能を安全で管理しやすくするために、拡張機能の定義と使用に適用される厳格なガバナンスセットがあります。実装者は拡張機能を定義できますが、拡張機能の定義の一部として満たされる一連の要件があります。 / May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","拡張機能を使用または定義する機関や管轄権に関係なく、アプリケーション、プロジェクト、または標準による拡張機能の使用に関連するスティグマはありません。拡張機能の使用は、FHIR仕様がすべての人にコアレベルのシンプルさを保持できるようにするものです。 / There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:両方ではなく、拡張または値[x]が必要です / Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"MedicationStatement.reasonCode.coding","MedicationStatement.reasonCode.coding","","","",0,*,"","","Y","Coding {[]} {[]}
","投与理由，対象疾患についてのコード","用語システムによって定義されたコードへの参照。 / A reference to a code defined by a terminology system.","コードは、列挙されたCTなどの非常に正式な定義まで、列挙またはコードリストで非常にさりげなく定義される場合があります。詳細については、HL7 V3コアプリンシップを参照してください。コーディングの順序付けは未定義であり、意味を推測するために使用されません。一般に、せいぜい、コーディング値の1つのみがuserselected = trueとしてラベル付けされます。 / Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.","コードシステム内の代替エンコーディング、および他のコードシステムへの翻訳が可能になります。 / Allows for alternative encodings within a code system, and translations to other code systems.","","","","","","","",,,,,"",,,,"CodeableConcept.coding",0,*,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","union(., ./translation)","C*E.1-8, C*E.10-22"
"MedicationStatement.reasonCode.text","MedicationStatement.reasonCode.text","","","",0,1,"","","Y","string {[]} {[]}
","コンセプトの単純なテキスト表現 / Plain text representation of the concept","データを入力したユーザー、および/またはユーザーの意図された意味を表すユーザーによって見られる/選択/発言された概念の人間の言語表現。 / A human language representation of the concept as seen/selected/uttered by the user who entered the data and/or which represents the intended meaning of the user.","多くの場合、テキストはコーディングの1つの表示名と同じです。 / Very often the text is the same as a displayName of one of the codings.","用語からのコードは、それらを使用する人間のすべてのニュアンスを使用して、常に正しい意味をキャプチャするとは限りません。または、適切なコードがまったくない場合があります。これらの場合、テキストはソースの完全な意味をキャプチャするために使用されます。 / The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.","","","","","","","",,,,,"",,,,"CodeableConcept.text",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","./originalText[mediaType/code=""text/plain""]/data","C*E.9. But note many systems use C*E.2 for this"
"MedicationStatement.reasonReference","MedicationStatement.reasonReference","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Condition], CanonicalType[http://hl7.org/fhir/StructureDefinition/Observation], CanonicalType[http://hl7.org/fhir/StructureDefinition/DiagnosticReport]]}
","服薬理由を支持するObservation, Condition, DiagnosticReportについての参照。","薬が摂取されている理由をサポートする状態または観察。 / Condition or observation that supports why the medication is being/was taken.","これは、薬が服用されている/服用されている理由である状態への言及です。コードのみが存在する場合は、ReasonForUseCodeを使用してください。 / This is a reference to a condition that is the reason why the medication is being/was taken.  If only a code exists, use reasonForUseCode.","","","","","","","","",,,,,"",,,,"MedicationStatement.reasonReference",0,*,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Event.reasonReference",".outboundRelationship[typeCode=RSON]/target[classCode=OBS,moodCode=EVN, code=""reason for use""].value","FiveWs.why[x]"
"MedicationStatement.note","MedicationStatement.note","","","",0,*,"","","","Annotation {[]} {[]}
","他のフィールドには記述できないこのstatementについての追加情報","他の属性には記載できないこのstatementについての備考情報","","","","","","","","","",,,,,"",,,,"MedicationStatement.note",0,*,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Event.note",".inboundRelationship[typeCode=SUBJ]/source[classCode=OBS,moodCode=EVN,code=""annotation""].value"
"MedicationStatement.dosage","MedicationStatement.dosage","","","",0,*,"","","","Dosage {[CanonicalType[http://jpfhir.jp/fhir/core/StructureDefinition/JP_MedicationDosage]]} {[]}
","この薬剤がどのように服用されたのか，服用すべきだったのかを示す情報","患者にこの薬剤がどのように服用すべきかを示す情報","投薬声明の投与量に含まれる日付は、特定の用量の日付を反映しています。たとえば、「2016年11月1日から2016年11月3日まで、毎日1錠を服用し、2016年11月4日から2016年11月7日まで、毎日2錠を服用してください。」この特異性は、患者が標識容器を持ち込む場合、または薬物療法の声明が薬物療法に由来する場合にのみ居住することが予想されます。 / The dates included in the dosage on a Medication Statement reflect the dates for a given dose.  For example, ""from November 1, 2016 to November 3, 2016, take one tablet daily and from November 4, 2016 to November 7, 2016, take two tablets daily.""  It is expected that this specificity may only be populated where the patient brings in their labeled container or where the Medication Statement is derived from a MedicationRequest.","","","","","","","","",,,,,"",,,,"MedicationStatement.dosage",0,*,"","ele-1:すべてのFHIR要素には、@valueまたは子供が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a",".outboundRelationship[typeCode=COMP].target[classCode=SBADM, moodCode=INT]"
